Pincode,Date,Unemployment Rate (%),Student Absentees,Eviction Count,Avg Household Income,Avg Temperature (°C),Flu Cases,Suicidal Cases,Emergency Cases,Hospital Admissions
577224,2021-01-01,3.41,137,8,28787.0,30.9,22,2,21,23
577225,2005-12-01,5.88,110,2,26199.0,27.3,26,2,14,26
577225,2010-03-01,4.75,122,2,21800.0,28.3,14,1,23,28
577225,2011-04-01,2.46,109,2,22114.0,24.8,16,2,12,19
577225,2023-09-01,4.22,145,8,22453.0,30.4,16,0,11,22
577226,2006-11-01,8.9,102,8,24282.0,27.0,21,2,14,33
577226,2013-09-01,5.96,93,3,28218.0,25.4,21,3,14,22
577226,2014-07-01,8.19,115,1,28173.0,28.3,16,1,15,31
577226,2019-04-01,4.71,111,4,19730.0,30.4,15,1,14,27
577227,2009-12-01,6.98,123,4,18633.0,26.5,25,2,15,29
577227,2014-02-01,5.45,118,7,23551.0,24.8,20,2,15,27
577227,2022-01-01,8.95,118,3,17569.0,31.0,17,4,11,25
577227,2024-07-01,6.35,114,4,23775.0,30.7,13,2,19,21
577228,2012-04-01,1.51,100,7,28233.0,28.2,26,4,14,18
577228,2017-07-01,4.85,140,7,25159.0,24.7,10,0,22,29
577228,2018-12-01,2.24,116,4,23254.0,27.4,16,3,18,16
577228,2019-03-01,9.34,106,2,25827.0,29.8,16,1,12,24
577228,2024-01-01,9.7,128,4,32645.0,31.7,16,1,16,28
577229,2013-04-01,8.33,114,3,24588.0,29.7,14,2,13,19
577229,2015-03-01,7.27,123,5,25150.0,27.4,18,7,19,19
577230,2008-01-01,3.45,119,4,27315.0,28.7,20,1,16,25
577230,2024-01-01,7.82,98,8,24937.0,27.5,21,1,13,31
577231,2012-10-01,4.49,119,3,22602.0,31.1,19,2,20,25
577231,2013-09-01,3.03,117,4,25208.0,27.6,17,4,18,24
577231,2015-01-01,3.9,120,8,24546.0,28.3,16,4,10,21
577231,2016-03-01,2.81,122,6,30536.0,33.5,23,2,10,23
577231,2021-12-01,8.3,128,9,29216.0,31.8,20,2,19,24
577232,2017-05-01,9.79,133,8,15983.0,30.5,17,4,15,25
577232,2018-08-01,6.65,114,2,25854.0,25.5,20,2,17,27
577232,2020-03-01,8.7,117,7,28432.0,28.4,21,1,18,22
577232,2020-10-01,6.58,127,2,24053.0,29.2,24,2,20,22
577232,2022-03-01,8.12,136,7,34144.0,24.0,29,2,19,18
577233,2017-09-01,6.07,104,7,25487.0,30.8,19,4,20,21
577233,2021-07-01,7.77,134,3,39756.0,32.2,17,1,18,24
577233,2023-07-01,9.65,120,3,29546.0,28.3,25,1,16,31
577233,2023-09-01,9.96,107,4,25571.0,28.0,16,5,18,20
577243,2008-03-01,9.05,123,2,25940.0,28.3,17,2,14,32
577243,2010-10-01,5.24,120,4,25529.0,30.7,23,1,14,21
577243,2013-03-01,6.96,122,4,20241.0,33.1,21,2,13,32
577243,2017-09-01,3.01,99,7,28023.0,21.5,24,3,9,32
577245,2021-03-01,7.97,113,6,23537.0,26.8,33,3,12,27
577301,2009-09-01,7.91,131,7,33175.0,25.9,26,5,11,24
577301,2011-05-01,7.62,116,3,21336.0,25.0,13,2,7,20
577301,2019-07-01,4.76,109,4,23909.0,31.2,20,2,11,24
577301,2019-12-01,5.01,114,1,29072.0,25.3,20,5,19,23
577301,2024-05-01,5.93,135,8,32624.0,32.8,19,1,17,25
577301,2024-06-01,7.76,111,3,22812.0,30.3,24,2,16,27
577302,2005-04-01,6.49,119,5,28942.0,25.2,19,2,15,31
577302,2011-02-01,5.23,115,4,37004.0,29.7,24,3,19,21
577302,2021-01-01,10.08,122,6,34346.0,25.4,12,4,10,21
577401,2007-01-01,6.55,117,6,27162.0,25.4,19,5,13,28
577401,2009-01-01,7.42,121,4,30969.0,25.9,21,5,19,23
577411,2017-01-01,8.47,125,7,26707.0,24.3,15,4,11,25
577411,2023-04-01,8.69,124,9,29405.0,26.6,23,0,16,26
577412,2017-09-01,9.18,130,4,24549.0,30.9,22,0,17,28
577413,2014-06-01,5.49,107,1,33006.0,27.6,22,6,13,18
577413,2018-04-01,10.21,143,4,17931.0,27.6,28,1,23,18
577414,2005-08-01,5.69,115,2,20325.0,28.4,24,1,19,27
577414,2014-03-01,7.09,120,2,27104.0,26.0,29,2,17,39
577414,2017-10-01,3.84,120,2,11928.0,26.0,19,5,15,24
577414,2020-01-01,6.87,91,9,19101.0,22.1,8,4,15,20
577415,2009-01-01,9.46,130,4,28033.0,28.7,22,1,11,23
577415,2014-10-01,4.7,130,2,28288.0,27.3,10,2,19,23
577415,2019-05-01,11.58,119,3,28766.0,27.0,20,3,17,25
577415,2019-05-01,6.38,123,8,24270.0,27.1,15,3,16,19
577415,2023-07-01,9.42,118,4,23340.0,27.9,23,3,17,31
577416,2006-04-01,6.71,121,7,28468.0,31.6,17,2,23,26
577416,2014-10-01,6.87,141,7,31101.0,24.8,12,4,16,33
577416,2018-05-01,6.33,124,4,21458.0,31.1,29,2,10,30
577416,2020-01-01,4.84,110,3,28859.0,25.3,22,3,27,26
577416,2021-07-01,9.1,129,2,23941.0,28.5,15,3,19,17
577417,2010-10-01,6.35,114,6,34134.0,25.9,20,2,13,20
577417,2020-07-01,6.0,146,1,29646.0,27.9,25,5,9,21
577417,2022-02-01,7.72,135,3,21014.0,25.0,15,4,11,24
577418,2009-07-01,10.68,134,2,28063.0,35.2,15,5,19,21
577418,2011-08-01,3.93,131,3,25751.0,30.3,18,3,16,18
577418,2019-06-01,10.43,119,7,30103.0,29.2,16,1,15,26
577419,2005-04-01,6.94,129,7,28034.0,25.0,18,2,11,30
577419,2020-11-01,8.78,106,7,32965.0,27.8,21,3,17,24
577421,2006-12-01,5.54,121,6,27731.0,27.5,14,2,10,28
577421,2018-05-01,7.08,101,6,32907.0,28.8,12,4,16,32
577421,2018-07-01,7.28,118,5,24352.0,30.3,20,4,8,41
577421,2018-12-01,6.03,120,10,24622.0,25.9,18,6,18,25
577421,2023-03-01,6.45,118,6,16433.0,27.9,23,2,25,25
577422,2013-10-01,3.8,139,3,26196.0,23.7,18,1,16,20
577423,2008-09-01,8.49,118,2,19064.0,29.5,19,2,9,25
577423,2011-02-01,8.79,110,4,25138.0,30.1,21,3,17,29
577423,2020-02-01,5.66,119,9,18411.0,26.0,28,5,8,24
577423,2021-09-01,4.86,120,6,24348.0,29.4,26,2,11,26
577423,2023-05-01,6.25,137,4,25452.0,29.3,20,5,12,28
577424,2005-03-01,9.14,120,1,18578.0,30.2,22,5,14,24
577424,2008-04-01,6.48,127,4,28252.0,30.5,28,2,16,39
577424,2009-01-01,5.07,109,11,15175.0,34.4,26,3,12,16
577424,2016-04-01,7.36,108,9,29413.0,21.4,17,3,16,19
577425,2005-11-01,6.52,125,5,25155.0,30.0,20,8,24,29
577425,2013-09-01,8.27,132,9,27121.0,25.9,16,2,13,23
577425,2015-09-01,6.36,119,6,29582.0,27.9,17,3,12,17
577425,2016-05-01,4.93,116,5,18108.0,31.1,20,2,14,25
577425,2016-08-01,12.03,116,1,16767.0,29.0,19,2,11,22
577425,2018-03-01,7.95,115,6,29996.0,26.3,23,2,19,29
577426,2018-10-01,5.31,120,5,30320.0,32.2,20,1,13,21
577426,2022-05-01,3.96,133,6,21466.0,25.9,27,5,19,29
577427,2008-03-01,6.94,111,6,34026.0,28.7,20,2,7,21
577427,2013-04-01,5.9,106,3,18900.0,28.2,21,3,15,20
577427,2014-12-01,8.3,126,3,27864.0,28.8,16,3,9,37
577427,2016-03-01,6.88,136,3,25886.0,27.6,17,1,14,20
577427,2017-09-01,5.72,128,10,33836.0,24.7,23,2,21,36
577427,2018-07-01,7.55,121,5,24283.0,26.6,16,3,22,23
577427,2020-10-01,7.75,96,1,25910.0,32.3,25,3,22,18
577428,2005-12-01,5.2,133,10,24141.0,30.3,19,3,10,21
577428,2019-11-01,5.4,111,5,24612.0,30.2,15,3,14,29
577428,2020-11-01,5.52,129,6,35410.0,29.6,16,3,16,33
577429,2010-04-01,7.09,134,3,27967.0,28.2,23,2,14,19
577429,2010-10-01,9.93,127,4,26654.0,27.3,19,2,17,25
577429,2013-10-01,3.36,133,7,25429.0,28.4,19,7,16,25
577430,2019-06-01,6.35,114,3,28868.0,26.3,17,5,22,22
577430,2022-01-01,8.88,105,7,20310.0,26.8,22,0,15,31
577430,2022-05-01,8.68,135,4,23040.0,26.2,12,1,16,28
577431,2009-01-01,5.76,131,8,32022.0,24.2,26,8,10,21
577432,2014-05-01,5.76,119,4,25073.0,26.4,24,2,19,28
577432,2015-12-01,6.67,131,5,17061.0,27.5,25,3,19,16
577432,2022-07-01,4.36,124,4,26893.0,27.5,25,1,23,22
577433,2011-07-01,7.76,134,9,25245.0,26.4,20,5,10,22
577433,2011-12-01,5.67,130,6,23407.0,26.9,17,4,15,28
577433,2012-04-01,4.45,114,5,25638.0,23.6,25,2,9,21
577433,2015-09-01,5.67,126,7,24333.0,33.2,40,4,22,18
577433,2016-06-01,6.25,117,11,23362.0,27.2,18,3,17,24
577433,2016-09-01,4.57,117,3,30780.0,32.3,13,1,18,24
577433,2020-11-01,8.04,109,6,26447.0,29.1,25,5,12,15
577434,2006-08-01,8.53,129,3,22386.0,26.8,20,4,12,14
577434,2014-01-01,7.05,124,1,26386.0,22.7,15,2,10,28
577434,2020-12-01,5.01,126,5,18088.0,24.5,23,4,15,21
577434,2023-08-01,7.73,125,2,28784.0,25.4,15,4,10,25
577435,2008-05-01,9.52,128,9,26489.0,26.1,25,2,13,24
577435,2015-08-01,7.09,102,4,27201.0,28.2,29,6,13,23
577435,2017-03-01,9.26,128,6,21755.0,31.0,22,7,21,21
577435,2017-08-01,7.17,146,8,21971.0,30.5,19,4,14,25
577435,2018-08-01,6.97,115,3,22278.0,23.2,15,4,13,16
577435,2022-10-01,4.37,114,6,17439.0,30.8,23,1,15,33
577435,2022-12-01,5.47,110,3,31632.0,27.8,17,4,10,27
577436,2012-08-01,2.64,142,6,22095.0,26.9,19,3,12,21
577436,2018-04-01,4.94,126,6,18842.0,24.9,16,3,20,33
577436,2023-02-01,7.69,117,5,19269.0,28.8,20,3,16,29
577451,2009-08-01,6.67,122,7,27301.0,22.4,23,6,14,28
577451,2013-12-01,6.31,122,3,31623.0,30.9,19,0,18,26
577451,2017-05-01,4.63,123,5,26571.0,28.7,19,3,17,26
577452,2006-07-01,10.46,111,5,21520.0,25.7,23,3,17,28
577452,2011-12-01,8.7,136,2,26874.0,21.5,20,0,20,28
577453,2009-01-01,8.37,113,2,29407.0,26.6,23,5,13,27
577453,2017-06-01,7.09,125,4,19356.0,31.1,21,2,14,23
577453,2017-07-01,4.92,117,6,29646.0,27.5,28,0,17,18
577453,2018-03-01,5.37,115,3,24373.0,26.7,21,1,13,28
577453,2019-01-01,4.91,110,3,25540.0,23.4,22,2,13,28
577453,2020-02-01,6.03,134,4,25556.0,30.3,20,5,6,18
577453,2020-04-01,4.28,126,9,17820.0,30.4,16,5,13,28
577501,2009-11-01,8.5,126,7,21816.0,27.2,15,1,14,21
577501,2017-06-01,8.78,105,7,20970.0,29.3,20,4,22,29
577501,2021-10-01,4.37,114,5,31289.0,28.3,21,8,17,32
577501,2023-05-01,8.03,122,3,25273.0,29.3,26,2,11,33
577502,2005-12-01,3.5,101,3,21289.0,29.7,27,3,15,31
577511,2006-03-01,7.78,116,2,26079.0,27.7,29,5,18,30
577511,2009-01-01,7.24,120,5,24459.0,23.1,15,2,13,29
577511,2017-06-01,6.39,128,6,25803.0,27.3,23,2,15,30
577511,2018-11-01,8.31,111,4,25056.0,27.7,26,4,13,21
577512,2015-09-01,5.55,115,3,27932.0,26.5,18,8,13,19
577512,2016-04-01,7.11,131,6,26148.0,27.9,20,0,16,25
577513,2008-03-01,10.5,104,2,18873.0,27.2,25,1,11,28
577513,2016-05-01,6.2,136,4,31962.0,23.2,30,5,16,25
577514,2006-11-01,5.07,104,3,30676.0,34.1,17,5,14,34
577514,2010-07-01,6.81,91,0,17496.0,29.4,22,5,15,27
577514,2011-03-01,8.45,111,7,32761.0,29.7,20,2,10,23
577514,2012-01-01,0.22,113,5,29467.0,31.2,15,2,11,17
577514,2013-10-01,8.6,110,5,21304.0,33.0,18,2,19,27
577514,2019-05-01,5.28,113,4,19727.0,29.4,16,2,17,22
577515,2008-05-01,2.81,120,10,22914.0,25.8,23,2,10,21
577515,2017-08-01,5.78,137,4,29052.0,22.3,12,2,11,31
577515,2023-02-01,4.2,129,7,24735.0,30.6,16,4,13,30
577516,2007-11-01,6.38,126,2,21389.0,30.1,20,2,20,27
577516,2009-01-01,7.72,124,7,19160.0,27.5,24,0,13,30
577516,2013-12-01,10.31,126,6,18548.0,25.0,17,2,14,19
577517,2017-05-01,6.55,96,5,21010.0,23.6,16,6,8,31
577518,2005-05-01,6.33,105,1,21862.0,28.5,20,2,11,25
577518,2011-12-01,5.49,134,2,20156.0,30.2,24,3,17,25
577518,2019-08-01,5.25,118,3,25863.0,33.0,14,3,16,26
577518,2021-02-01,9.55,129,6,28266.0,27.8,15,5,11,34
577518,2022-01-01,6.78,115,8,13435.0,27.8,18,4,23,27
577519,2018-09-01,7.89,143,5,24743.0,27.7,21,5,15,19
577519,2018-12-01,6.67,140,6,23318.0,27.9,17,2,13,22
577520,2017-12-01,7.46,104,7,14751.0,25.7,17,6,13,15
577521,2012-08-01,4.95,105,6,16865.0,31.1,28,1,19,36
577521,2020-10-01,7.67,113,3,27600.0,25.2,19,3,19,21
577521,2020-11-01,8.33,101,6,27204.0,27.8,22,4,14,19
577522,2012-02-01,6.85,134,5,22656.0,32.1,19,3,16,26
577522,2016-11-01,7.35,136,7,32029.0,29.5,22,4,11,16
577522,2018-05-01,12.17,122,4,33380.0,23.9,21,1,13,30
577522,2023-03-01,4.48,105,8,18898.0,29.0,16,4,6,21
577523,2007-04-01,10.22,110,6,21857.0,26.1,19,4,12,29
577523,2008-10-01,6.84,127,7,26883.0,32.4,28,6,12,17
577523,2011-01-01,5.29,112,8,19803.0,30.7,23,4,18,33
577524,2010-07-01,6.14,102,4,26830.0,29.9,25,4,12,23
577524,2013-09-01,5.76,119,5,16572.0,23.9,29,4,12,26
577524,2014-12-01,7.44,123,7,24673.0,32.0,16,6,16,18
577525,2007-09-01,3.67,125,4,24134.0,36.5,21,1,11,24
577525,2011-03-01,4.23,128,5,19526.0,27.8,14,2,18,26
577525,2017-12-01,8.92,122,6,30921.0,24.2,16,5,12,22
577526,2007-03-01,7.69,119,1,33967.0,31.4,28,2,15,23
577526,2023-12-01,6.21,119,6,28798.0,26.6,20,3,11,19
577527,2008-08-01,9.56,111,4,21647.0,31.1,19,1,12,34
577527,2012-12-01,8.32,108,8,25157.0,32.7,20,7,15,19
577527,2013-09-01,9.07,131,4,25037.0,27.4,26,3,20,31
577527,2015-12-01,3.27,118,3,33541.0,29.2,31,2,15,17
577528,2007-07-01,1.15,115,4,22451.0,30.8,31,3,16,26
577528,2010-03-01,2.76,132,3,21726.0,27.6,21,1,16,21
577528,2019-07-01,5.69,131,6,21075.0,28.3,15,1,13,21
577528,2019-12-01,9.57,114,7,30253.0,28.2,17,4,14,19
577528,2024-04-01,4.59,98,4,19137.0,26.6,15,2,15,33
577529,2011-04-01,5.61,100,3,30436.0,23.0,14,2,11,28
577529,2012-07-01,7.46,118,4,23711.0,29.5,13,4,14,26
577529,2017-03-01,5.54,134,7,28510.0,26.8,24,4,10,21
577529,2017-07-01,6.16,113,6,21764.0,27.6,18,1,14,26
577529,2018-09-01,7.6,101,3,20713.0,30.9,16,1,10,27
577530,2007-05-01,7.47,120,6,33534.0,32.3,27,0,10,23
577530,2007-08-01,5.54,113,7,28069.0,28.5,19,3,15,20
577530,2012-07-01,5.55,124,7,15150.0,29.1,16,2,15,21
577530,2020-07-01,4.71,118,5,25708.0,31.0,15,2,20,31
577530,2022-04-01,4.17,119,8,26297.0,25.4,19,3,14,15
577530,2023-04-01,1.65,103,5,26848.0,23.6,25,2,16,24
577530,2024-01-01,8.15,128,6,31947.0,28.6,20,3,15,25
577531,2017-03-01,6.82,127,6,29420.0,29.6,23,5,16,19
577531,2021-08-01,9.05,128,5,28821.0,32.7,24,4,12,24
577532,2007-01-01,4.49,112,5,28069.0,28.2,23,2,14,22
577532,2008-05-01,6.3,114,3,25930.0,29.0,27,3,20,27
577532,2013-09-01,7.38,120,3,25377.0,31.0,24,3,20,21
577532,2017-03-01,6.47,134,8,26421.0,27.8,23,8,11,16
577532,2021-07-01,2.58,118,10,19170.0,27.1,17,2,13,25
577532,2024-01-01,5.65,133,6,20607.0,29.9,19,6,7,22
577533,2005-01-01,4.39,118,7,26891.0,26.5,24,4,16,30
577533,2008-12-01,4.12,125,4,23976.0,30.4,18,2,14,16
577533,2023-02-01,-0.58,121,5,18037.0,24.8,18,2,16,20
577534,2011-06-01,8.93,137,5,28885.0,27.2,20,6,18,26
577534,2012-10-01,5.35,131,12,29959.0,32.0,13,7,10,27
577534,2014-03-01,3.75,90,8,32263.0,26.9,21,1,17,22
577534,2016-09-01,3.26,117,5,20312.0,28.6,22,1,12,25
577534,2016-10-01,4.74,135,9,16199.0,30.2,18,4,27,25
577534,2020-10-01,6.07,113,5,16886.0,25.2,17,3,15,26
577534,2023-03-01,7.91,106,4,24603.0,28.1,25,0,12,23
577534,2023-08-01,10.17,112,2,25033.0,31.5,27,2,18,33
577535,2017-01-01,6.62,110,4,26655.0,29.8,19,2,19,35
577535,2024-02-01,7.53,140,5,22596.0,28.7,19,4,12,21
577535,2024-07-01,6.11,146,7,18213.0,30.8,28,7,16,24
577536,2009-06-01,7.17,117,5,24865.0,27.1,25,1,14,33
577536,2016-01-01,3.48,114,5,18102.0,30.3,14,4,17,23
577537,2005-08-01,4.33,118,7,17943.0,28.5,16,0,15,26
577537,2005-12-01,5.11,136,2,27566.0,20.7,17,4,13,30
577537,2009-07-01,3.26,111,7,22512.0,18.8,19,3,20,26
577537,2020-09-01,9.71,125,4,29009.0,25.6,15,2,12,21
577538,2012-05-01,7.09,115,3,19852.0,26.1,17,1,13,30
577538,2012-10-01,5.58,120,3,32697.0,27.2,24,3,13,22
577539,2006-01-01,5.62,116,5,20823.0,24.4,18,1,8,24
577539,2007-02-01,8.08,125,2,26439.0,30.3,20,3,15,19
577539,2011-12-01,5.44,105,3,21467.0,27.4,27,3,20,27
577539,2015-07-01,6.95,102,1,30399.0,29.4,16,1,13,28
577539,2017-11-01,6.33,125,2,27874.0,28.4,22,6,11,19
577539,2018-09-01,6.33,108,5,33569.0,26.1,25,4,14,26
577540,2018-06-01,5.15,104,8,30545.0,25.2,23,3,16,25
577541,2022-03-01,4.77,122,6,26711.0,25.3,18,3,14,25
577542,2014-10-01,6.2,113,4,32715.0,24.0,19,2,9,29
577543,2005-06-01,5.52,138,10,24526.0,25.2,20,2,12,24
577543,2012-06-01,7.22,126,8,25282.0,29.7,25,3,13,24
577544,2012-03-01,6.22,120,9,26921.0,28.0,30,2,12,17
577544,2012-12-01,8.23,96,8,27412.0,29.8,22,0,11,26
577544,2015-02-01,4.49,126,3,32557.0,22.6,17,4,12,28
577544,2021-08-01,7.04,120,5,21419.0,31.4,29,3,20,25
577544,2023-06-01,5.93,107,10,15686.0,27.3,27,1,11,23
577545,2010-07-01,6.18,126,3,26815.0,28.6,21,3,17,21
577545,2021-05-01,8.44,117,3,27132.0,25.7,28,0,13,29
577546,2013-04-01,8.23,132,5,27399.0,30.8,28,4,14,21
577546,2015-08-01,5.08,115,6,24906.0,29.2,13,3,20,29
577546,2016-07-01,9.57,119,4,23938.0,28.8,20,2,24,28
577546,2021-05-01,7.14,94,3,18317.0,26.6,20,3,15,14
577546,2022-05-01,6.38,129,5,33453.0,24.9,24,3,19,24
577546,2024-05-01,7.37,127,6,29876.0,26.1,17,2,9,33
577547,2005-01-01,5.99,107,7,31592.0,26.8,14,2,12,29
577547,2005-02-01,1.94,116,6,27388.0,25.8,18,3,15,25
577548,2012-02-01,5.0,122,6,8559.0,24.6,9,1,14,32
577548,2013-04-01,6.7,125,4,21693.0,26.9,17,1,20,25
577548,2015-07-01,1.97,113,6,25236.0,26.7,16,4,17,21
577548,2016-01-01,9.36,118,3,24879.0,29.7,13,3,15,28
577549,2005-03-01,3.08,105,3,20969.0,21.5,22,4,14,22
577549,2010-08-01,7.54,128,5,17643.0,24.6,21,1,14,25
577550,2011-03-01,6.57,118,4,16876.0,32.6,24,4,19,22
577550,2016-11-01,7.0,125,5,19272.0,28.5,18,3,10,23
577550,2017-09-01,3.93,110,7,32553.0,26.9,23,4,18,28
577551,2021-02-01,7.29,116,2,18683.0,27.4,23,1,16,24
577552,2008-09-01,4.56,124,5,27546.0,28.4,19,1,16,17
577552,2009-05-01,4.83,137,7,20323.0,30.1,33,1,17,23
577552,2013-01-01,6.59,118,4,26296.0,25.3,23,2,18,22
577553,2008-03-01,9.36,123,2,29733.0,29.6,16,5,15,25
577553,2011-04-01,3.81,126,8,21666.0,33.5,25,3,21,17
577554,2006-10-01,6.65,145,3,24656.0,28.4,22,2,11,18
577554,2014-12-01,8.29,100,4,25142.0,26.3,27,2,8,37
577554,2016-05-01,6.03,120,6,24743.0,31.6,23,4,14,25
577554,2020-01-01,9.94,109,5,24539.0,24.3,24,3,17,13
577554,2021-06-01,6.54,130,7,21834.0,21.6,24,0,15,26
577554,2021-12-01,5.87,127,4,34379.0,31.6,18,5,15,25
577555,2016-12-01,3.49,127,4,32323.0,23.7,20,4,20,17
577556,2006-10-01,8.5,119,1,31976.0,24.4,20,2,19,18
577556,2011-09-01,3.15,127,6,14209.0,28.3,20,6,17,19
577556,2012-01-01,6.44,114,6,25944.0,32.0,14,5,13,23
577556,2014-09-01,4.69,139,5,22452.0,27.7,26,4,16,24
577556,2022-02-01,6.38,126,5,30654.0,24.7,18,1,19,38
577556,2024-08-01,7.42,128,3,32537.0,24.9,22,5,13,23
577557,2006-08-01,8.45,129,6,26844.0,31.0,19,2,14,17
577557,2013-03-01,4.81,130,3,24598.0,21.8,15,4,13,31
577557,2018-05-01,6.2,105,7,21297.0,29.1,16,3,10,28
577557,2019-07-01,5.18,113,11,25312.0,26.3,14,3,11,11
577557,2022-05-01,7.98,120,3,13948.0,31.9,25,2,15,22
577557,2024-02-01,4.88,120,4,28150.0,23.5,21,4,18,21
577558,2010-07-01,4.12,123,6,29075.0,26.5,23,2,13,24
577558,2018-04-01,8.51,115,4,24641.0,26.2,23,2,7,28
577566,2011-07-01,4.17,129,5,24867.0,22.7,14,2,19,23
577566,2013-11-01,5.61,110,6,27529.0,27.9,19,6,10,26
577589,2014-12-01,5.53,108,8,25870.0,33.9,28,0,16,20
577589,2020-06-01,3.34,111,5,26132.0,29.1,13,3,14,19
577589,2022-04-01,6.78,131,4,28821.0,27.2,14,3,17,29
577589,2023-04-01,6.41,111,4,23942.0,27.9,16,7,15,22
577596,2016-08-01,6.93,122,7,28715.0,30.5,24,3,15,26
577596,2018-07-01,6.0,117,4,17042.0,27.9,23,0,15,28
577596,2023-05-01,7.21,133,6,23607.0,29.1,21,2,19,24
577596,2023-08-01,6.59,124,4,27459.0,27.8,22,1,15,26
577596,2024-07-01,3.32,113,7,29152.0,27.8,19,5,13,19
577597,2005-07-01,4.6,115,6,23624.0,30.8,27,2,20,28
577598,2005-02-01,7.04,93,7,36951.0,26.4,21,4,11,23
577599,2005-07-01,9.92,112,3,18861.0,30.4,20,4,16,23
577599,2006-10-01,8.87,124,4,17123.0,31.8,24,4,9,16
577599,2009-08-01,6.75,116,4,25185.0,29.9,24,2,19,28
577599,2017-03-01,5.93,114,6,30829.0,24.2,24,1,17,29
577599,2018-09-01,5.4,126,5,23749.0,30.8,18,4,6,34
577599,2022-10-01,6.58,120,5,25485.0,33.1,21,4,15,22
577599,2023-11-01,2.93,102,10,35497.0,26.2,14,2,19,25
577601,2012-09-01,6.08,113,10,21221.0,28.8,22,6,16,28
577601,2017-04-01,7.53,128,7,15888.0,23.0,23,1,8,31
580001,2006-02-01,7.22,133,2,33999.0,29.9,18,2,15,24
580001,2019-02-01,7.02,149,7,29340.0,21.9,15,2,11,25
580001,2020-05-01,6.04,114,4,27413.0,27.0,19,4,16,27
580002,2006-04-01,3.23,124,3,22487.0,32.6,11,4,20,27
580002,2008-08-01,6.42,115,2,25346.0,33.0,26,1,11,38
580002,2010-08-01,6.72,115,7,23306.0,31.7,18,2,15,29
580002,2012-05-01,8.36,133,6,28515.0,31.3,18,1,13,27
580002,2012-08-01,6.78,116,2,28942.0,28.8,18,2,5,35
580002,2014-05-01,6.58,115,7,19715.0,24.4,16,1,18,25
580002,2015-12-01,10.32,111,4,18986.0,23.0,23,5,17,27
580002,2017-03-01,6.67,122,4,23143.0,23.8,22,4,18,19
580002,2019-04-01,6.14,114,2,25340.0,29.3,22,4,17,28
580003,2013-01-01,5.55,118,4,24700.0,23.9,18,4,16,29
580003,2019-07-01,6.41,128,7,24579.0,29.5,20,4,18,25
580004,2010-11-01,6.04,117,4,32763.0,32.6,12,3,12,23
580004,2013-12-01,5.69,101,4,25235.0,29.3,15,4,15,30
580004,2024-04-01,8.49,108,2,30713.0,26.8,25,5,14,28
580005,2010-03-01,10.92,144,10,33975.0,27.4,15,2,25,25
580005,2013-11-01,6.68,110,6,24024.0,22.7,25,5,20,24
580005,2017-02-01,8.88,121,1,21660.0,32.6,13,4,15,22
580005,2018-01-01,1.84,109,5,26227.0,27.1,18,4,16,27
580006,2011-11-01,8.52,108,5,26845.0,27.1,13,2,12,31
580006,2020-06-01,8.05,117,3,22916.0,27.3,19,2,10,27
580007,2018-10-01,4.0,118,7,15903.0,26.6,19,2,12,23
580007,2021-02-01,8.1,132,5,27845.0,28.3,13,3,16,29
580007,2022-02-01,2.89,135,4,23196.0,31.9,17,3,19,29
580008,2012-02-01,8.41,118,4,16752.0,30.4,25,1,15,22
580008,2023-02-01,4.76,118,3,19404.0,27.2,16,3,14,22
580009,2009-07-01,8.5,101,4,31326.0,28.6,25,6,15,28
580009,2011-07-01,10.48,128,8,35734.0,27.0,26,4,12,19
580009,2012-08-01,8.83,125,3,28819.0,24.7,21,4,15,27
580009,2018-06-01,4.39,123,3,15306.0,26.2,25,2,13,28
580009,2023-04-01,6.46,129,4,22979.0,26.9,16,4,13,19
580011,2012-12-01,7.51,127,11,21576.0,30.5,22,2,13,25
580011,2013-02-01,4.31,130,2,33414.0,32.0,16,2,17,25
580020,2020-04-01,8.04,119,7,28978.0,25.2,14,4,10,29
580020,2023-06-01,6.92,131,6,31929.0,31.4,17,2,14,27
580020,2023-10-01,7.55,134,4,26721.0,27.0,21,3,12,26
580021,2010-05-01,8.5,144,7,24892.0,28.6,21,4,16,26
580021,2015-11-01,7.67,113,6,22403.0,35.8,28,2,15,18
580023,2012-02-01,8.42,114,2,26480.0,29.3,16,4,15,15
580023,2015-02-01,5.35,133,4,24696.0,27.2,15,4,12,25
580023,2024-03-01,3.02,120,5,26632.0,28.4,15,4,14,33
580023,2024-10-01,5.67,132,2,24067.0,25.6,20,3,13,24
580024,2007-11-01,5.07,110,2,23435.0,26.9,21,4,20,29
580024,2018-05-01,5.15,104,4,32742.0,26.6,26,4,23,28
580024,2018-09-01,4.97,102,5,16005.0,32.4,14,2,22,22
580024,2019-08-01,5.18,129,2,21102.0,31.7,23,1,22,22
580024,2020-11-01,4.95,110,2,27157.0,30.0,29,3,14,27
580024,2021-05-01,9.06,100,6,23810.0,31.0,24,1,21,31
580024,2024-09-01,5.47,102,3,27144.0,24.8,18,1,22,31
580025,2008-05-01,3.9,126,4,33636.0,27.9,19,3,16,21
580025,2013-05-01,7.37,109,3,29993.0,32.0,22,1,19,21
580025,2019-03-01,6.46,121,8,27642.0,25.2,16,3,17,23
580025,2020-01-01,7.0,124,8,26715.0,24.9,15,0,8,21
