Pincode,Date,UnemploymentRate,SchoolAttendance,EvictionRecords,IncomeVariability,SeasonalIllnessIndex,HospitalAdmissions
573162,2023-08-12,6.86,81.88,8,3153.37,81.1,114.85
573162,2023-08-13,5.55,99.92,32,4441.32,59.3,97.46
573162,2023-08-14,3.53,81.0,35,4285.93,38.24,71.11
573162,2023-08-15,6.74,82.69,15,1590.54,84.28,114.47
573162,2023-08-16,9.54,98.36,22,1504.41,80.92,126.5
573162,2023-08-17,10.27,99.8,33,2832.64,84.84,141.15
573162,2023-08-18,5.44,81.89,30,3170.77,5.21,29.93
573162,2023-08-19,6.5,91.0,2,2585.8,60.84,89.23
573162,2023-08-20,7.65,80.38,24,4416.24,92.91,140.28
573162,2023-08-21,10.86,92.93,41,4232.52,64.81,123.41
573162,2023-08-22,9.41,87.49,1,4331.97,75.07,116.48
573162,2023-08-23,8.46,97.29,30,3529.11,68.65,106.22
573162,2023-08-24,11.08,95.6,20,4023.07,66.28,110.14
573162,2023-08-25,6.36,86.58,5,4822.79,61.67,91.15
573162,2023-08-26,8.87,80.45,24,4109.18,49.04,84.32
573162,2023-08-27,5.47,98.47,6,1854.23,61.21,89.74
573162,2023-08-28,12.44,94.78,32,1920.14,49.96,106.96
573162,2023-08-29,6.12,81.76,39,2197.68,35.01,81.46
573162,2023-08-30,5.46,87.8,17,2486.3,76.44,115.27
573162,2023-08-31,10.08,85.14,40,3188.83,14.0,60.25
573162,2023-09-01,9.54,82.86,38,4357.25,58.82,101.33
573162,2023-09-02,11.82,97.22,31,3264.9,36.14,75.44
573162,2023-09-03,11.33,85.16,3,3418.27,44.27,74.09
573162,2023-09-04,4.65,98.91,48,2811.21,65.49,104.34
573162,2023-09-05,4.78,94.29,8,1434.6,65.71,93.23
573162,2023-09-06,9.6,94.39,14,3520.71,13.33,41.64
573162,2023-09-07,4.18,94.48,45,2819.67,45.08,83.48
573162,2023-09-08,6.19,85.67,29,2520.07,96.81,142.57
573162,2023-09-09,4.03,93.02,14,1467.24,41.49,59.19
573162,2023-09-10,11.01,92.56,32,4900.61,2.34,44.51
573162,2023-09-11,5.59,88.82,7,3929.99,30.85,51.75
573162,2023-09-12,10.75,86.22,11,2724.64,63.58,107.83
573162,2023-09-13,11.64,84.81,12,1851.66,38.82,70.29
573162,2023-09-14,7.75,91.3,6,4931.26,54.95,97.99
573162,2023-09-15,5.83,87.74,10,3754.07,28.6,51.53
573162,2023-09-16,8.41,83.33,41,1538.34,61.37,100.91
573162,2023-09-17,12.24,93.46,19,4484.12,16.39,58.82
573162,2023-09-18,5.76,97.74,35,3576.29,43.63,76.85
573162,2023-09-19,3.8,91.49,35,3612.77,12.07,38.98
573162,2023-09-20,11.25,90.43,41,1001.34,46.78,92.94
573162,2023-09-21,12.43,91.57,19,2330.8,2.94,36.84
573162,2023-09-22,11.18,80.18,10,2759.04,79.16,118.8
573162,2023-09-23,7.87,87.92,35,1836.59,3.48,32.81
573162,2023-09-24,12.49,93.64,48,2517.95,46.08,103.62
573162,2023-09-25,11.13,91.19,48,1864.36,13.83,60.55
573162,2023-09-26,8.06,98.54,15,1948.21,16.78,37.68
573162,2023-09-27,6.98,81.52,18,3635.22,57.58,91.8
573162,2023-09-28,4.95,99.67,49,3974.43,7.46,44.6
573162,2023-09-29,11.83,90.34,9,3484.33,8.99,34.1
573162,2023-09-30,9.04,96.76,30,3702.94,44.61,90.17
573162,2023-10-01,11.09,97.9,45,3889.61,63.89,118.72
573162,2023-10-02,10.18,87.22,14,3356.07,22.18,47.69
573162,2023-10-03,12.48,84.82,35,1220.0,83.43,140.47
573162,2023-10-04,4.84,87.34,30,1040.75,64.3,90.3
573162,2023-10-05,5.4,97.11,2,1575.58,5.67,24.51
573162,2023-10-06,5.3,95.12,40,1278.47,15.6,57.92
573162,2023-10-07,10.57,81.17,15,3180.14,74.4,119.67
573162,2023-10-08,7.01,98.16,23,1203.54,58.54,92.97
573162,2023-10-09,7.81,98.57,8,2853.98,58.63,89.99
573162,2023-10-10,8.51,97.88,41,4940.43,10.45,54.57
573162,2023-10-11,5.6,98.06,13,1876.14,61.68,88.77
573162,2023-10-12,3.91,98.33,10,2513.65,92.76,117.51
573162,2023-10-13,10.86,99.56,23,2181.69,26.7,69.81
573162,2023-10-14,7.44,98.73,22,3009.04,70.9,113.95
573162,2023-10-15,11.41,95.36,22,3753.78,80.56,133.3
573162,2023-10-16,9.74,90.74,44,4745.02,20.1,73.49
573162,2023-10-17,7.71,82.95,46,4294.29,2.92,37.99
573162,2023-10-18,5.25,91.83,2,2424.02,44.96,72.78
573162,2023-10-19,7.86,99.88,12,1339.82,9.16,47.49
573162,2023-10-20,3.75,82.72,3,2644.88,13.59,34.92
573162,2023-10-21,8.19,85.94,35,1404.5,39.71,92.19
573162,2023-10-22,8.86,86.53,11,3402.77,95.33,140.29
573162,2023-10-23,8.28,85.48,42,3619.15,71.64,119.74
573162,2023-10-24,3.57,93.01,6,4223.83,0.74,12.53
573162,2023-10-25,10.81,94.13,31,1838.4,10.48,49.61
573162,2023-10-26,6.01,81.08,15,2741.65,0.07,30.46
573162,2023-10-27,8.05,82.47,7,3558.8,43.38,70.46
573162,2023-10-28,6.41,97.11,31,4262.41,51.77,93.4
573162,2023-10-29,9.48,93.61,2,2195.78,65.71,104.86
573162,2023-10-30,11.49,99.17,13,1934.88,54.66,102.56
573162,2023-10-31,9.1,91.75,34,4952.09,47.63,86.77
573162,2023-11-01,7.22,85.57,46,2063.75,18.66,59.19
573162,2023-11-02,3.72,85.93,44,1138.0,15.74,45.43
573162,2023-11-03,9.98,82.66,36,2896.98,1.36,37.07
573162,2023-11-04,5.18,99.48,6,3253.49,63.12,97.51
573162,2023-11-05,5.93,94.32,37,1042.9,94.13,151.66
573162,2023-11-06,7.53,83.79,9,3804.05,36.69,66.92
573162,2023-11-07,5.77,85.83,17,3356.14,30.68,54.48
573162,2023-11-08,8.61,89.65,9,3952.28,12.82,34.3
573162,2023-11-09,9.52,85.77,36,3935.71,92.79,145.67
573162,2023-11-10,7.63,84.86,16,1279.92,55.59,87.58
573162,2023-11-11,8.21,84.86,26,3323.34,88.51,126.62
573162,2023-11-12,5.27,86.68,4,4176.39,1.65,13.04
573162,2023-11-13,9.7,83.74,7,3697.3,62.23,91.3
573162,2023-11-14,3.73,87.17,45,1355.76,71.92,116.56
573162,2023-11-15,10.13,90.15,8,2187.44,12.67,40.66
573162,2023-11-16,6.98,83.18,31,1237.4,21.71,53.11
573162,2023-11-17,11.47,81.84,49,4938.37,9.71,64.45
573162,2023-11-18,8.41,83.48,3,3415.02,93.64,123.74
573162,2023-11-19,8.78,99.97,26,4939.48,33.49,75.33
573162,2023-11-20,9.69,83.71,35,4896.6,49.65,94.95
573162,2023-11-21,10.7,95.36,16,2954.88,43.37,80.69
573162,2023-11-22,5.76,82.46,47,2088.93,0.13,39.42
573162,2023-11-23,12.23,81.54,18,2998.83,98.49,145.79
573162,2023-11-24,7.48,81.09,30,2851.79,43.77,75.79
573162,2023-11-25,10.68,81.32,40,4331.99,27.0,75.01
573162,2023-11-26,4.64,85.34,39,3352.25,13.08,40.67
573162,2023-11-27,3.92,98.72,3,2990.94,98.51,132.53
573162,2023-11-28,7.66,87.56,36,3351.51,82.03,136.13
573162,2023-11-29,12.19,94.53,33,1422.67,97.57,147.4
573162,2023-11-30,9.06,86.1,37,2093.43,80.96,143.87
573162,2023-12-01,7.32,87.98,1,1138.03,50.09,68.73
573162,2023-12-02,11.2,83.93,14,2080.88,5.46,36.64
573162,2023-12-03,8.8,84.65,44,4995.55,67.07,116.47
573162,2023-12-04,11.33,86.38,26,4201.99,96.04,150.79
573162,2023-12-05,10.6,98.66,39,3243.6,50.44,95.78
573162,2023-12-06,10.5,97.07,31,3458.95,71.87,124.47
573162,2023-12-07,5.08,80.33,23,2805.63,63.58,94.04
573162,2023-12-08,8.61,82.79,14,4802.7,62.34,100.42
573162,2023-12-09,4.48,89.42,4,4890.4,93.87,113.85
573162,2023-12-10,6.59,87.93,3,2961.3,47.3,82.19
573162,2023-12-11,7.27,97.09,46,2752.23,50.94,98.88
573162,2023-12-12,6.15,93.75,21,3723.14,66.57,106.4
573162,2023-12-13,5.55,91.94,4,1263.6,10.28,37.04
573162,2023-12-14,6.78,94.18,28,2839.98,19.48,44.32
573162,2023-12-15,5.6,84.74,18,4217.18,13.8,35.24
573162,2023-12-16,11.88,81.0,33,4341.89,48.93,100.61
573162,2023-12-17,10.69,92.8,13,2288.91,61.62,99.93
573162,2023-12-18,12.22,86.72,19,3214.25,17.98,54.96
573162,2023-12-19,10.79,86.58,41,4366.11,2.35,46.94
573162,2023-12-20,5.56,82.04,32,4298.5,12.53,42.56
573162,2023-12-21,8.0,99.67,10,1579.71,35.73,60.08
573162,2023-12-22,8.37,94.58,10,2961.76,96.88,143.75
573162,2023-12-23,7.76,88.8,37,3597.2,8.05,45.32
573162,2023-12-24,8.64,83.34,1,2647.49,9.58,29.67
573162,2023-12-25,5.83,83.6,41,1050.98,8.75,48.55
573162,2023-12-26,12.05,84.46,43,1586.76,0.67,46.65
573162,2023-12-27,5.3,95.59,48,3019.75,79.8,127.45
573162,2023-12-28,9.8,88.31,27,1059.73,3.61,37.1
573162,2023-12-29,8.62,93.63,12,3464.33,56.24,88.62
573162,2023-12-30,9.14,92.69,10,4705.28,15.07,38.92
573162,2023-12-31,8.32,83.78,41,1986.88,10.05,55.93
573162,2024-01-01,6.87,97.33,37,2822.19,54.88,103.32
573162,2024-01-02,5.55,86.04,38,4662.46,1.41,32.55
573162,2024-01-03,8.74,97.41,24,1188.57,78.72,126.05
573162,2024-01-04,8.99,83.39,35,1295.7,82.34,134.6
573162,2024-01-05,5.78,82.12,26,3733.05,91.5,133.54
573162,2024-01-06,7.62,81.02,37,3906.66,91.24,142.08
573162,2024-01-07,3.95,91.96,3,3085.11,28.54,45.73
573162,2024-01-08,7.74,88.64,47,4240.76,76.28,131.74
573162,2024-01-09,10.07,92.78,34,3975.24,25.25,73.54
573162,2024-01-10,12.27,88.46,19,1133.03,18.17,59.44
573162,2024-01-11,11.22,84.72,21,3617.11,11.85,46.34
573162,2024-01-12,6.88,84.38,40,1403.77,86.38,140.42
573162,2024-01-13,4.04,90.15,47,1757.36,95.77,151.33
573162,2024-01-14,9.44,99.43,3,2540.54,49.84,78.84
573162,2024-01-15,8.88,80.25,41,2342.19,72.41,122.61
573162,2024-01-16,3.8,98.52,46,4145.67,9.69,42.31
573162,2024-01-17,3.73,87.38,3,1518.95,43.17,60.07
573162,2024-01-18,6.72,99.84,43,2527.29,26.28,59.34
573162,2024-01-19,6.15,89.36,1,4948.89,27.24,44.41
573162,2024-01-20,7.4,80.96,9,1878.37,76.07,105.25
573162,2024-01-21,8.89,88.69,37,2790.39,5.96,34.35
573162,2024-01-22,7.11,96.8,30,4447.36,99.79,154.99
573162,2024-01-23,7.76,87.88,20,3107.88,61.71,106.74
573162,2024-01-24,4.76,92.11,43,4538.52,79.5,123.29
573162,2024-01-25,9.67,83.85,4,4052.27,75.55,102.86
573162,2024-01-26,5.49,98.56,4,3043.98,66.78,94.77
573162,2024-01-27,12.05,92.61,44,1892.83,78.26,140.63
573162,2024-01-28,7.14,94.81,28,4990.35,96.73,152.77
573162,2024-01-29,7.81,82.25,42,1650.93,75.02,120.35
573162,2024-01-30,5.92,94.86,46,1170.56,59.92,109.13
573162,2024-01-31,10.96,96.2,5,2108.73,81.27,123.85
573162,2024-02-01,11.13,89.74,1,3728.12,57.48,94.19
573162,2024-02-02,4.68,92.38,21,4177.77,25.99,52.34
573162,2024-02-03,6.69,82.65,29,1215.15,59.0,98.25
573162,2024-02-04,8.79,83.05,41,1773.27,64.15,109.96
573162,2024-02-05,11.37,96.06,28,3880.26,1.48,36.56
573162,2024-02-06,6.99,87.05,43,2423.87,34.09,67.39
573162,2024-02-07,9.56,90.86,36,1510.12,95.03,154.04
573162,2024-02-08,6.64,86.71,18,2020.46,47.78,85.91
573162,2024-02-09,10.54,80.64,26,3798.97,94.03,143.61
573162,2024-02-10,11.46,99.43,38,2102.06,46.75,101.25
573162,2024-02-11,10.36,90.98,18,4005.3,92.31,138.63
573162,2024-02-12,9.41,82.12,28,3124.2,49.66,89.74
573162,2024-02-13,8.46,92.8,1,2150.14,10.19,28.9
573162,2024-02-14,8.83,94.57,40,4802.48,15.87,54.34
573162,2024-02-15,12.11,94.7,31,3366.44,26.25,65.99
573162,2024-02-16,9.09,92.87,47,2781.52,70.84,126.94
573162,2024-02-17,10.03,95.61,31,4960.61,56.07,100.23
573162,2024-02-18,5.23,87.92,6,3291.25,0.43,13.01
573162,2024-02-19,6.38,81.0,4,3837.62,90.69,125.76
573162,2024-02-20,4.15,80.94,3,3180.8,18.47,28.25
573162,2024-02-21,4.17,95.28,16,4781.26,49.0,79.03
573162,2024-02-22,12.44,83.16,11,2072.43,64.69,109.63
573162,2024-02-23,8.5,98.28,13,2871.3,48.18,77.65
573162,2024-02-24,5.67,80.68,19,2804.52,63.59,87.45
573162,2024-02-25,7.24,91.54,5,1066.42,26.74,52.66
573162,2024-02-26,4.23,81.78,0,3508.63,66.58,88.78
573162,2024-02-27,3.73,93.77,13,1119.9,76.15,100.02
573162,2024-02-28,6.65,86.98,41,3942.29,26.24,64.63
573162,2024-02-29,6.17,93.4,48,2563.33,59.84,113.71
573162,2024-03-01,7.98,80.22,41,3957.77,71.25,118.0
573162,2024-03-02,9.61,89.61,8,4707.35,34.29,63.84
573162,2024-03-03,6.67,85.8,36,4450.45,52.03,100.2
573162,2024-03-04,12.17,99.29,37,2333.1,68.91,122.2
573162,2024-03-05,9.93,88.32,25,3733.9,56.5,106.56
573162,2024-03-06,5.01,92.73,32,3511.46,90.65,138.38
573162,2024-03-07,9.06,84.62,38,1656.03,54.03,97.65
573162,2024-03-08,11.76,84.61,12,4417.16,32.02,64.11
573162,2024-03-09,5.82,80.58,0,1902.57,19.57,36.71
573162,2024-03-10,9.01,81.4,41,4144.23,28.79,76.91
573162,2024-03-11,4.44,86.48,22,1244.97,61.78,102.21
573162,2024-03-12,7.69,99.31,39,3467.79,92.85,155.11
573162,2024-03-13,5.78,88.46,4,4250.67,93.77,118.55
573162,2024-03-14,3.75,83.78,41,3954.95,45.05,92.35
573162,2024-03-15,9.06,98.65,7,3965.38,9.86,28.3
573162,2024-03-16,8.9,91.32,36,4124.45,53.02,105.14
573162,2024-03-17,5.67,83.95,19,3069.22,17.12,35.98
573162,2024-03-18,5.86,87.67,2,4505.46,42.25,62.15
573162,2024-03-19,7.03,92.02,49,2331.98,4.57,39.56
573162,2024-03-20,10.34,99.29,14,4055.55,1.97,20.59
573162,2024-03-21,5.64,99.96,22,1649.41,30.95,53.14
573162,2024-03-22,6.96,85.25,17,1156.59,57.68,86.98
573162,2024-03-23,3.5,86.24,38,4953.39,24.45,47.67
573162,2024-03-24,9.74,95.62,6,2595.43,3.88,31.15
573162,2024-03-25,12.32,94.49,44,4907.09,53.45,107.44
573162,2024-03-26,9.17,82.53,48,2794.12,34.29,86.46
573162,2024-03-27,5.25,83.99,23,4184.05,8.83,32.49
573162,2024-03-28,7.72,92.55,27,3633.24,62.58,104.64
573162,2024-03-29,6.95,84.22,8,4334.62,91.22,124.72
573162,2024-03-30,9.77,89.24,32,1381.49,85.25,137.75
573162,2024-03-31,5.65,80.33,36,4616.15,39.31,81.5
573162,2024-04-01,8.33,94.59,23,4802.82,79.11,123.3
573162,2024-04-02,6.04,90.13,10,2909.08,68.96,97.52
573162,2024-04-03,8.79,98.78,30,1336.52,85.79,138.15
573162,2024-04-04,11.37,90.01,3,1546.9,10.9,38.42
573162,2024-04-05,5.09,92.11,3,2148.8,25.85,39.08
573162,2024-04-06,10.65,87.88,4,2448.98,2.4,18.92
573162,2024-04-07,5.8,82.86,36,2036.66,3.6,37.98
573162,2024-04-08,10.73,92.44,14,3918.89,82.86,131.2
573162,2024-04-09,3.99,86.42,42,1449.98,12.47,41.03
573162,2024-04-10,4.98,84.17,38,4599.38,69.39,111.85
573162,2024-04-11,8.07,80.94,0,2976.76,41.03,74.27
573162,2024-04-12,5.16,87.67,19,4724.39,75.46,107.79
573162,2024-04-13,6.84,97.77,23,4595.62,5.8,20.56
573162,2024-04-14,9.74,85.2,45,3502.98,53.68,110.03
573162,2024-04-15,8.7,91.89,14,4784.77,93.96,141.19
573162,2024-04-16,12.43,82.88,12,4421.11,21.73,61.06
573162,2024-04-17,11.42,82.87,42,3121.04,81.51,137.18
573162,2024-04-18,10.8,95.5,4,4753.29,73.42,117.0
573162,2024-04-19,6.15,99.19,23,3976.3,99.46,149.28
573162,2024-04-20,4.42,91.54,1,4553.05,28.01,41.71
573162,2024-04-21,6.46,97.85,1,3731.99,90.85,123.24
573162,2024-04-22,4.86,99.88,46,4301.65,50.12,88.47
573162,2024-04-23,9.56,87.98,41,4641.53,25.65,71.82
573162,2024-04-24,8.06,98.61,0,3431.27,33.54,59.83
573162,2024-04-25,4.81,90.18,49,2701.98,47.3,91.2
573162,2024-04-26,11.93,94.17,41,4842.59,47.37,100.77
573162,2024-04-27,4.09,87.53,23,2945.35,28.0,49.74
573162,2024-04-28,11.61,85.72,20,1988.23,79.1,122.72
573162,2024-04-29,6.48,90.96,30,1163.36,83.14,130.69
573162,2024-04-30,12.26,85.48,13,2006.63,64.51,103.8
573162,2024-05-01,10.96,84.86,32,2174.37,97.53,159.16
573162,2024-05-02,11.21,94.91,49,4418.67,79.73,144.04
573162,2024-05-03,8.01,92.73,14,3506.53,76.34,111.85
573162,2024-05-04,8.11,84.16,35,2937.4,9.87,38.89
573162,2024-05-05,8.95,87.0,17,3209.02,13.02,43.57
573162,2024-05-06,9.65,91.04,39,2770.42,63.99,118.25
573162,2024-05-07,6.03,99.39,36,2913.85,32.99,63.43
573162,2024-05-08,8.76,97.96,43,1137.01,47.59,89.45
573162,2024-05-09,5.74,86.77,43,1970.89,58.34,102.07
573162,2024-05-10,11.2,97.02,25,3105.68,98.3,153.9
573162,2024-05-11,4.15,97.77,43,2156.0,79.75,135.29
573162,2024-05-12,3.78,96.1,26,3766.36,35.54,61.59
573162,2024-05-13,9.58,97.82,44,4751.1,54.59,115.94
573162,2024-05-14,9.35,91.23,47,1291.01,58.0,109.85
573162,2024-05-15,4.14,80.91,31,2914.15,8.9,38.06
573162,2024-05-16,6.98,82.76,4,4534.99,22.65,48.68
573162,2024-05-17,8.09,91.05,5,3237.39,36.68,64.53
573162,2024-05-18,12.22,90.58,34,3896.39,20.27,68.64
573162,2024-05-19,8.22,80.09,10,4261.24,31.0,57.07
573162,2024-05-20,11.91,83.0,34,3649.25,6.15,47.17
573162,2024-05-21,5.05,81.47,20,4426.5,69.4,110.42
573162,2024-05-22,10.89,81.77,16,4147.13,82.31,124.62
573162,2024-05-23,5.58,96.19,2,3560.27,47.94,74.64
573162,2024-05-24,11.73,89.02,9,4366.3,57.66,91.88
573162,2024-05-25,11.15,97.23,41,3394.4,98.34,154.41
573162,2024-05-26,5.6,98.57,0,2351.83,37.35,54.65
573162,2024-05-27,4.04,83.75,2,3407.28,79.96,112.86
573162,2024-05-28,4.96,80.89,41,2230.09,54.12,97.08
573162,2024-05-29,6.81,96.2,34,1880.38,19.04,55.97
573162,2024-05-30,8.16,91.97,6,1029.31,94.17,123.32
573162,2024-05-31,5.42,85.58,11,3567.51,72.59,97.69
573162,2024-06-01,10.17,88.36,13,1823.25,20.51,45.55
573162,2024-06-02,7.74,92.99,13,1619.94,7.9,26.66
573162,2024-06-03,4.74,96.01,27,2041.81,85.8,126.13
573162,2024-06-04,9.79,81.25,25,3468.99,92.15,141.2
573162,2024-06-05,5.5,99.34,11,4494.76,26.09,55.27
573162,2024-06-06,5.45,94.87,12,3889.84,41.74,66.29
573162,2024-06-07,5.08,91.25,17,3055.33,12.25,34.97
573162,2024-06-08,7.42,99.68,17,4222.98,30.17,59.57
573162,2024-06-09,8.33,87.35,31,2470.13,56.84,103.63
573162,2024-06-10,11.71,94.94,45,1826.14,67.67,124.32
573162,2024-06-11,4.22,88.36,38,1649.57,14.36,50.26
573162,2024-06-12,4.32,85.88,44,2245.65,85.54,131.86
573162,2024-06-13,11.57,91.06,30,4537.68,4.43,49.0
573162,2024-06-14,8.64,80.32,45,3592.13,35.6,85.19
573162,2024-06-15,7.88,90.86,33,1825.01,30.11,69.55
573162,2024-06-16,7.68,98.44,27,4960.54,32.24,68.95
573162,2024-06-17,8.35,89.95,5,4036.67,34.15,58.56
573162,2024-06-18,11.19,92.34,4,2467.28,42.49,76.84
573162,2024-06-19,7.12,88.85,37,2757.13,11.52,48.58
573162,2024-06-20,6.89,89.82,43,1022.08,20.26,59.56
573162,2024-06-21,5.89,83.16,48,3662.87,66.24,120.68
573162,2024-06-22,10.88,95.97,6,2800.6,27.13,55.67
573162,2024-06-23,5.01,88.49,16,3623.25,54.52,83.32
573162,2024-06-24,5.61,82.96,5,4196.02,20.06,32.82
573162,2024-06-25,10.76,91.24,44,1862.81,2.76,47.55
573162,2024-06-26,12.47,90.28,49,3767.34,60.67,124.3
573162,2024-06-27,5.71,99.75,31,2718.68,59.63,103.19
573162,2024-06-28,10.64,86.02,10,3631.3,80.28,124.96
573162,2024-06-29,12.11,83.43,16,1192.62,91.8,139.39
573162,2024-06-30,5.59,89.1,27,4305.11,93.08,141.42
573162,2024-07-01,3.79,90.22,26,1751.04,13.54,30.08
573162,2024-07-02,11.05,82.89,11,2784.98,4.03,36.61
573162,2024-07-03,3.91,86.38,34,4135.92,31.45,63.47
573162,2024-07-04,9.76,90.37,30,1421.2,33.67,76.62
573162,2024-07-05,4.38,83.37,22,4439.72,66.8,104.65
573162,2024-07-06,6.59,88.89,34,1249.14,8.99,48.17
573162,2024-07-07,5.13,83.76,24,3298.13,18.45,50.22
573162,2024-07-08,9.54,82.39,16,3660.7,68.73,109.89
573162,2024-07-09,7.35,87.67,48,2292.83,57.78,112.57
573162,2024-07-10,8.65,83.18,23,2475.87,47.04,87.13
573162,2024-07-11,6.75,93.09,41,1094.19,89.5,152.15
573162,2024-07-12,6.13,97.73,1,1783.7,3.85,24.99
573162,2024-07-13,10.45,97.82,38,4643.72,87.4,144.8
573162,2024-07-14,10.31,81.67,39,1752.89,96.93,146.45
573162,2024-07-15,12.49,86.49,9,3945.71,49.39,86.09
573162,2024-07-16,9.99,83.38,48,2756.72,69.6,131.99
573162,2024-07-17,10.54,81.92,22,1824.8,73.1,117.21
573162,2024-07-18,9.04,99.63,44,1557.17,46.98,104.94
573162,2024-07-19,5.82,92.73,0,1409.24,48.94,75.9
573162,2024-07-20,8.32,99.59,38,2936.6,77.48,123.69
573162,2024-07-21,11.32,83.42,49,2960.48,44.5,102.93
573162,2024-07-22,4.38,92.63,32,4770.88,84.79,126.51
573162,2024-07-23,11.72,86.04,21,4783.47,38.19,76.92
573162,2024-07-24,11.14,80.91,27,3476.01,64.62,118.99
573162,2024-07-25,7.13,88.57,35,2100.46,5.08,35.47
573162,2024-07-26,7.47,98.17,1,4163.71,5.24,19.33
573162,2024-07-27,11.09,97.79,18,2114.4,64.73,106.83
573162,2024-07-28,8.15,92.96,11,3767.35,13.71,42.93
573162,2024-07-29,4.29,99.09,35,3980.15,1.78,33.1
573162,2024-07-30,4.83,96.35,38,3425.43,8.03,40.38
573162,2024-07-31,3.56,94.48,3,2278.03,45.22,75.78
573162,2024-08-01,4.57,89.67,43,4399.06,12.6,40.25
573162,2024-08-02,12.12,99.11,42,2228.62,85.9,151.21
573162,2024-08-03,12.16,91.48,31,3223.88,38.72,77.34
573162,2024-08-04,9.24,92.91,32,3517.01,41.84,86.18
573162,2024-08-05,8.29,99.27,12,4378.01,84.07,127.92
573162,2024-08-06,6.9,84.49,28,2034.97,5.63,39.61
573162,2024-08-07,5.1,93.76,38,2630.88,26.41,65.46
573162,2024-08-08,3.87,91.66,22,4895.9,88.41,122.97
573162,2024-08-09,5.21,86.61,23,2635.98,31.28,59.44
573162,2024-08-10,10.98,90.11,33,3124.5,34.8,87.35
573162,2024-08-11,7.1,89.54,18,3272.4,30.46,65.2
573162,2024-08-12,12.04,82.16,27,4781.18,46.89,96.05
573162,2024-08-13,7.96,99.2,37,3438.04,92.52,147.72
573162,2024-08-14,7.54,91.93,10,4547.17,78.19,116.93
573162,2024-08-15,9.74,80.15,36,1183.72,4.47,46.53
573162,2024-08-16,5.77,85.94,1,3798.1,96.06,124.4
573162,2024-08-17,10.8,85.28,10,1795.93,79.47,120.53
573162,2024-08-18,7.94,95.87,15,3978.22,94.64,133.14
573162,2024-08-19,7.11,84.89,29,3340.58,72.6,107.22
573162,2024-08-20,7.82,93.17,24,1770.62,13.4,50.13
573162,2024-08-21,7.19,91.89,35,1014.0,44.07,84.23
573162,2024-08-22,7.26,80.66,49,4845.57,54.74,106.48
573162,2024-08-23,3.74,82.55,11,1156.82,75.91,102.67
573162,2024-08-24,11.72,94.76,0,2683.41,78.33,111.8
573162,2024-08-25,3.64,87.37,39,3283.79,22.71,49.98
573162,2024-08-26,8.47,89.63,34,3998.26,95.38,146.71
573162,2024-08-27,12.24,83.82,38,2888.01,7.78,63.16
573162,2024-08-28,9.95,98.64,15,2548.07,19.08,50.19
573162,2024-08-29,11.32,92.32,8,1662.21,85.91,126.05
573162,2024-08-30,8.33,94.59,14,2403.32,89.96,133.19
573162,2024-08-31,4.29,93.38,22,4402.95,37.03,55.74
573162,2024-09-01,7.93,97.67,49,4402.75,98.66,161.8
573162,2024-09-02,12.33,93.57,5,3372.01,9.66,48.87
573162,2024-09-03,4.63,98.77,9,4319.5,89.35,125.76
573162,2024-09-04,5.14,94.42,28,4020.57,91.84,133.36
573162,2024-09-05,7.71,98.91,36,2747.57,0.24,36.88
573162,2024-09-06,5.68,92.05,2,2954.36,57.76,74.98
573162,2024-09-07,3.83,85.07,37,4547.71,87.35,133.15
573162,2024-09-08,9.98,92.24,15,4299.99,88.13,136.64
573162,2024-09-09,5.99,93.6,9,2520.19,15.55,29.32
573162,2024-09-10,12.19,90.1,48,4339.18,89.58,161.81
573162,2024-09-11,11.02,97.47,38,1642.61,23.74,69.08
573162,2024-09-12,6.95,97.27,11,1142.28,51.45,80.39
573162,2024-09-13,7.52,95.53,12,4724.31,72.45,114.07
573162,2024-09-14,8.56,84.8,1,1762.55,21.96,43.24
573162,2024-09-15,3.6,85.04,5,1039.71,99.39,145.91
573162,2024-09-16,10.86,95.46,46,3196.09,46.79,106.49
573162,2024-09-17,3.69,92.26,2,2401.44,52.7,62.6
573162,2024-09-18,4.66,92.57,35,3222.35,62.09,101.94
573162,2024-09-19,7.52,83.35,47,3822.88,65.77,120.28
573162,2024-09-20,7.54,86.48,3,3915.38,3.38,21.29
573162,2024-09-21,9.26,81.07,24,2507.66,5.15,33.6
573162,2024-09-22,7.68,99.5,27,1610.38,56.09,94.76
573162,2024-09-23,4.09,87.42,35,1123.7,88.92,132.99
573162,2024-09-24,7.49,89.16,19,1793.33,54.16,82.05
573162,2024-09-25,12.15,94.35,7,2081.29,70.18,103.59
573162,2024-09-26,5.88,85.53,44,4566.39,82.85,139.38
573162,2024-09-27,4.06,80.17,42,3734.24,39.11,72.61
573162,2024-09-28,5.63,90.1,8,1276.65,86.83,123.52
573162,2024-09-29,8.4,88.68,10,4860.46,96.69,142.88
573162,2024-09-30,3.65,86.34,29,4299.26,48.51,80.97
573162,2024-10-01,4.74,83.55,30,2432.97,92.62,131.91
573162,2024-10-02,11.69,97.13,11,2616.7,28.48,56.15
573162,2024-10-03,4.62,85.34,47,1389.33,75.05,119.74
573162,2024-10-04,11.29,82.58,29,2666.01,83.67,140.05
573162,2024-10-05,9.43,84.72,40,4028.06,11.49,56.43
573162,2024-10-06,6.46,91.36,38,2538.32,94.36,135.03
